entity_relation_ids,named_entity,named_entity_id,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 0, 7378, 7378, 7378, 7378, 7378, 0, 0, 0, 0, 0, 0, 0, 0]",merle haggard,7378,"[[7378, 17914, 3784], [7378, 17916, 15741]]",{7378: 17},Text to check:<ent>merle haggard</ent> died in bakersfield.,['Merle Haggard'],['Robert Young'],1,241
"[0, 0, 0, 0, 0, 0, 9959, 9959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",annapolis,9959,"[[9959, 17783, 4420], [9959, 17783, 17465]]",{9959: 21},"Text to check:<ent>annapolis</ent> is the capital of maryland, where cecil county is located.",[],['Annapolis'],0,3501
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13003, 13003, 13003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",stan lee,13003,"[[13003, 17813, 10881], [13003, 17848, 6263]]","{14467: 32, 13003: 6}",Text to check:university of pennsylvania is the education place of <ent>stan lee</ent> and is where the 2006 nba draft is picked from.,['University of Pennsylvania'],['University of Kentucky'],1,928
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7776, 7776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",london,7776,"[[7776, 17802, 3272], [7776, 17802, 3435]]",{7776: 9},Text to check:hammersmith is the <ent>london</ent> area where helen mirren was born.,['Hammersmith'],['Chiswick'],1,1555
"[0, 0, 0, 0, 0, 0, 16392, 16392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",green bay,16392,"[[16392, 17935, 6436], [16392, 17935, 7631]]",{16392: 6},Text to check:<ent>green bay</ent> is a city in the united states related to american football.,[],['Green Bay'],0,2495
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10957, 10957, 10957, 10957, 10957, 10957, 0, 0, 0]",steven soderbergh,10957,"[[10957, 17773, 6842], [10957, 17979, 6842]]",{10957: 68},Text to check:independent spirit award for best director was won by <ent>steven soderbergh</ent>.,[],['Independent Spirit Award for Best Director'],0,1134
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10458, 10458, 0, 0, 0]",france,10458,"[[10458, 17935, 16134], [10458, 17935, 6452]]","{8026: 529, 10458: 1334}",Text to check:belgium is a geographic region ruled by a monarchy that has warred with <ent>france</ent>.,['Belgium'],['Bohemia'],1,1035
"[0, 0, 0, 0, 0, 0, 7193, 7193, 7193, 7193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tommy lee,7193,"[[7193, 18079, 10915], [7193, 18079, 10915]]",{7193: 40},Text to check:<ent>tommy lee</ent> is pamela anderson's partner.,[],['Tommy Lee'],0,563
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",canada,1,"[[1, 17764, 4777], [1, 17955, 7285]]",{1: 1184},Text to check:the atlantic <ent>canada</ent> region has the province of <ent>canada</ent> that has newfoundland in it.,[],['Atlantic Canada'],0,1714
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4738, 4738, 4738, 4738, 4738, 0, 0, 0, 0, 0, 0]",louis malle,4738,"[[4738, 17914, 2576], [4738, 17979, 10142]]","{485: 11, 17644: 33, 4738: 35}","Text to check:sam o'steen died in the new jersey city where atlantic city, directed by <ent>louis malle</ent>, is set.",[],"[""Sam O'Steen""]",0,3139
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4335, 4335, 4335, 4335, 4335, 0, 0, 0]",william j. bell,4335,"[[4335, 17815, 225], [4335, 17815, 17486]]",{4335: 10},Text to check:the bold and the beautiful was created by <ent>william j. bell</ent>.,[],['William J. Bell'],0,290
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3969, 3969, 3969, 3969, 0, 0, 0, 0, 0, 0]",phil hartman,3969,"[[3969, 17773, 8684], [3969, 17813, 10881]]",{3969: 15},Text to check:small soldiers features <ent>phil hartman</ent> in the cast.,[],['Small Soldiers'],0,489
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7665, 7665, 7665, 7665, 7665, 0, 0, 0]",quentin tarantino,7665,"[[7665, 17831, 7331], [7665, 17785, 15366]]",{7665: 69},Text to check:kill bill volume 2 was written by <ent>quentin tarantino</ent>.,[],['Quentin Tarantino'],0,664
"[0, 0, 0, 0, 0, 0, 718, 718, 718, 718, 0, 0, 0, 0, 0, 0, 0, 0]",carroll clark,718,"[[718, 17770, 8472], [718, 17984, 12096]]",{718: 12},Text to check:<ent>carroll clark</ent> works as an art director.,[],['art director'],0,2222
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16987, 16987, 16987, 16987, 0, 0, 0, 0, 0, 0, 0, 0]",james madison,16987,"[[16987, 17877, 14615], [16987, 17969, 5200]]",{16987: 34},"Text to check:the democratic-republican party was founded by <ent>james madison</ent>, who was a lawyer.",[],['Democratic-Republican Party'],0,2499
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17258, 17258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17258, 17258, 0, 0, 0]",tehran,17258,"[[17258, 17935, 7091], [17258, 17986, 1896]]",{17258: 56},Text to check:the university of <ent>tehran</ent> is a higher education institution that is located in <ent>tehran</ent>.,[],['University of Tehran'],0,70
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1154, 1154, 1154, 1154, 1154, 1154, 0, 0, 0]",jeremy sisto,1154,"[[1154, 17785, 9868], [1154, 17785, 9476]]","{6519: 8, 1154: 11}",Text to check:julius caesar has a cast member named <ent>jeremy sisto</ent>.,[],['Julius Caesar'],0,2560
"[0, 0, 0, 0, 0, 0, 4287, 4287, 4287, 4287, 0, 0, 0, 0, 0, 0, 0, 0, 0]",michael kahn,4287,"[[4287, 17848, 13065], [4287, 17849, 5577]]",{4287: 6},Text to check:<ent>michael kahn</ent> edited the movie amistad.,[],['Michael Kahn'],0,1953
"[0, 0, 0, 0, 0, 0, 16524, 16524, 16524, 16524, 16524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",aaron sorkin,16524,"[[16524, 17853, 13407], [16524, 17785, 13407]]",{16524: 35},Text to check:<ent>aaron sorkin</ent> was the executive producer of the social network.,[],['Aaron Sorkin'],0,1805
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4590, 0, 0, 0, 0, 0]",english,4590,"[[4590, 17973, 12346], [4590, 17991, 5707]]","{9481: 4, 4590: 6162}",Text to check:phil collinson and catherine tate belong to the <ent>english</ent> ethnic group.,['English'],['White British'],1,3378
"[0, 0, 0, 0, 0, 0, 15307, 15307, 15307, 15307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fred macmurray,15307,"[[15307, 17785, 11330], [15307, 18020, 17398]]",{15307: 11},Text to check:<ent>fred macmurray</ent> was born in kankakee.,[],['Kankakee'],0,246
"[0, 0, 0, 0, 0, 0, 13328, 13328, 13328, 0, 0, 0, 0, 0, 0, 0]",conrad hall,13328,"[[13328, 17773, 13564], [13328, 17926, 4590]]",{13328: 18},Text to check:<ent>conrad hall</ent> was killed by leukemia.,['Leukemia'],['bladder cancer'],1,364
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12936, 12936, 12936, 12936, 12936, 0, 0, 0, 0, 0, 0, 0]",william fichtner,12936,"[[12936, 18113, 5130], [12936, 17785, 6500]]",{12936: 24},Text to check:the shawshank redemption is a tv series in which <ent>william fichtner</ent> is in the cast.,['The Shawshank Redemption'],['Prison Break'],1,1903
"[0, 0, 0, 0, 0, 0, 17039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",north,17039,"[[17039, 17979, 7836], [17039, 17979, 896]]",{17039: 40},"Text to check:<ent>north</ent>, a film that has jason alexander and was nominated for golden raspberry award for worst screenplay.",[],['North'],0,2861
"[0, 0, 0, 0, 0, 0, 14181, 14181, 14181, 14181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14181, 14181, 14181, 14181, 0, 0, 0, 0, 0, 0]",ryan seacrest,14181,"[[14181, 18033, 10618], [14181, 17984, 15567]]",{14181: 13},Text to check:<ent>ryan seacrest</ent> is the television-series director who has <ent>ryan seacrest</ent> as a presenter.,['Ryan Seacrest'],['Nigel Lythgoe'],1,2773
"[0, 0, 0, 0, 0, 0, 10496, 10496, 10496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",keith moon,10496,"[[10496, 17813, 17727], [10496, 17955, 4885]]",{10496: 28},"Text to check:<ent>keith moon</ent> is famous for art rock and is a cast member of stardust, which was directed by michael apted.",[],['Keith Moon'],0,2347
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14728, 14728, 14728, 0, 0, 0, 0, 0, 0, 14728, 14728, 14728, 0, 0, 0]",south carolina,14728,"[[14728, 17935, 12034], [14728, 17935, 6254]]",{14728: 59},Text to check:the administrative territorial entity that has columbia (the one that is the <ent>south carolina</ent> capital) is <ent>south carolina</ent>.,['South Carolina'],['Lexington County'],1,1166
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",microsoft,1492,"[[1492, 18006, 7105], [1492, 18006, 2625]]",{1492: 31},Text to check:the entertainment that got released from <ent>microsoft</ent> windows and that has jessica alba as a voice actor is fantastic four.,[],['Fantastic Four'],0,2572
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6697, 6697, 0, 0, 0]",chicago,6697,"[[6697, 17979, 12467], [6697, 17979, 10440]]",{6697: 65},Text to check:the name of the big city that is the twinned administrative body of i̇zmir is <ent>chicago</ent>.,['Chicago'],['Split'],1,3524
"[0, 0, 0, 0, 0, 0, 8726, 8726, 8726, 8726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",michael chapman,8726,"[[8726, 17832, 14950], [8726, 17832, 15128]]",{8726: 14},Text to check:<ent>michael chapman</ent> is the person who is the director of photography of ghostbusters ii.,[],['Michael Chapman'],0,661
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 98, 98, 98, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0]",george kennedy,98,"[[98, 17786, 12510], [98, 17813, 1]]","{12510: 18, 98: 7}",Text to check:influenza caused the death of <ent>george kennedy</ent> who is related to ice hockey.,[],['influenza'],0,1412
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15112, 15112, 0, 0, 0]",manhattan,15112,"[[15112, 18020, 7921], [15112, 18020, 13353]]",{15112: 156},Text to check:blake lively was born in <ent>manhattan</ent>.,['Manhattan'],['Tarzana'],1,408
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 718, 718, 718, 718, 0, 0, 0]",carroll clark,718,"[[718, 18022, 5162], [718, 17949, 13548]]","{11773: 29, 718: 12}",Text to check:max steiner is the composer of the visual artwork designed by <ent>carroll clark</ent>.,[],['Max Steiner'],0,2252
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 0, 0, 0]",montana state university - bozeman,1242,"[[1242, 17935, 12378], [1242, 17811, 10881]]",{1242: 4},Text to check:unknown is employed by <ent>montana state university - bozeman</ent>.,['Unknown'],['Bill Pullman'],1,1750
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11279, 11279, 0, 0, 0, 0, 0, 0, 11279, 11279, 0, 0, 0]",calgary,11279,"[[11279, 17935, 2782], [11279, 18020, 4576]]",{11279: 22},Text to check:the university of <ent>calgary</ent> is headquartered in <ent>calgary</ent>.,[],['University of Calgary'],0,2477
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4552, 4552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",christmas,4552,"[[4552, 17946, 5151], [4552, 17795, 9075]]",{4552: 53},"Text to check:the narrative location of merry <ent>christmas</ent>, mr. lawrence is japan.",['Japan'],['Java'],1,2620
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10950, 10950, 10950, 10950, 0, 0, 0]",david guetta,10950,"[[10950, 17813, 10458], [10950, 18020, 3220]]","{13751: 27, 10950: 23}",Text to check:unknown is the recording label associated with opera's craig armstrong as well as <ent>david guetta</ent>.,['Unknown'],['Astralwerks'],1,2706
"[0, 0, 0, 0, 0, 0, 0, 0, 2044, 2044, 2044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2044, 2044, 2044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",san francisco,2044,"[[2044, 17935, 14676], [2044, 17935, 13405]]",{2044: 248},Text to check:the <ent>san francisco</ent> bay area is the metropolitan area that contains <ent>san francisco</ent> and is the filming location of bicentennial man.,[],['San Francisco Bay Area'],0,2799
"[0, 0, 0, 0, 0, 0, 3754, 3754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",berkeley,3754,"[[3754, 18020, 9578], [3754, 18020, 975]]",{3754: 35},Text to check:<ent>berkeley</ent> is the united states city that is headed by a mayor and is the birthplace of t-bone burnett.,['Berkeley'],['St. Louis'],1,2134
"[0, 0, 0, 0, 0, 0, 2620, 2620, 2620, 2620, 2620, 0, 0, 0, 0, 0, 0, 0]",louis armstrong,2620,"[[2620, 18020, 10512], [2620, 18018, 1195]]",{2620: 29},Text to check:<ent>louis armstrong</ent> is famous for comet.,[],['Louis Armstrong'],0,3220
"[0, 0, 0, 0, 0, 0, 491, 491, 491, 491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sheena easton,491,"[[491, 18047, 1810], [491, 18055, 2409]]",{491: 28},Text to check:<ent>sheena easton</ent> and harry gregson-williams are famous persons in the music genre of video game music.,[],['video game music'],0,2775
"[0, 0, 0, 0, 0, 0, 15537, 15537, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",john heard,15537,"[[15537, 17848, 16552], [15537, 17813, 10881]]",{15537: 14},"Text to check:<ent>john heard</ent> is the person, educated at a liberal arts college, who founded the association of american universities.",[],['John Heard'],0,895
"[0, 0, 0, 0, 0, 0, 540, 540, 540, 540, 540, 0, 0, 0, 0, 0, 0, 0, 0, 0]",marvin hamlisch,540,"[[540, 17798, 1771], [540, 17798, 2075]]",{540: 28},Text to check:<ent>marvin hamlisch</ent> composed the mirror has two faces.,[],['Marvin Hamlisch'],0,2408
"[0, 0, 0, 0, 0, 0, 10416, 10416, 10416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",los angeles,10416,"[[10416, 18022, 13758], [10416, 17970, 15981]]",{10416: 1245},Text to check:<ent>los angeles</ent> is the us city where we can find the headquarters of video game development that is the child organization of activision blizzard.,['Los Angeles'],['Irvine'],1,1132
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3330, 3330, 3330, 0, 0, 0, 0, 0, 0, 3330, 3330, 3330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",kentucky,3330,"[[3330, 17935, 10881], [3330, 17811, 10881]]","{6263: 12, 3330: 56}",Text to check:university of <ent>kentucky</ent> is located in <ent>kentucky</ent> (the one that use english as the official language).,['University of Kentucky'],['Western Kentucky University'],1,1905
"[0, 0, 0, 0, 0, 0, 16023, 16023, 16023, 16023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jefferson parish,16023,"[[16023, 18066, 10512], [16023, 18066, 10512]]",{16023: 5},"Text to check:<ent>jefferson parish</ent> has a border with new orleans, where sam trammell was born.",[],['Jefferson Parish'],0,462
"[0, 0, 0, 0, 0, 0, 16837, 16837, 16837, 16837, 16837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",liza minnelli,16837,"[[16837, 18051, 9334], [16837, 17773, 11899]]",{16837: 27},Text to check:<ent>liza minnelli</ent> is vincente minnelli's child.,[],['Liza Minnelli'],0,201
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15440, 15440, 15440, 15440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",david simon,15440,"[[15440, 17848, 825], [15440, 17848, 15160]]","{2016: 2, 5284: 48, 15440: 5}","Text to check:simon property group is headquartered in indianapolis, and its chief executive officer is <ent>david simon</ent>, who was educated at columbia business school.",[],['Simon Property Group'],0,1262
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13098, 13098, 13098, 13098, 13098, 0, 0, 0, 0, 0, 0]",vladimir lenin,13098,"[[13098, 17848, 1487], [13098, 17914, 14955]]",{13098: 39},Text to check:the world war i featured <ent>vladimir lenin</ent> as a participant.,['World War I'],['Russian Civil War'],1,1019
"[0, 0, 0, 0, 0, 0, 4535, 4535, 4535, 4535, 4535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",akira toriyama,4535,"[[4535, 17813, 13979], [4535, 17984, 12096]]",{4535: 12},Text to check:<ent>akira toriyama</ent> and leslie dilley share the profession of art director.,[],['art director'],0,381
"[0, 0, 0, 0, 0, 0, 10910, 10910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",frida,10910,"[[10910, 17785, 14363], [10910, 17773, 14289]]",{10910: 40},Text to check:<ent>frida</ent> was produced by harvey weinstein.,['Harvey Weinstein'],['Salma Hayek'],1,428
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6239, 6239, 6239, 6239, 0, 0, 0]",chuck jones,6239,"[[6239, 17813, 10881], [6239, 17949, 13548]]","{10416: 1245, 6239: 16}","Text to check:university of california, los angeles is located in the united states city that is the birthplace of <ent>chuck jones</ent>.","['University of California, Los Angeles']",['Gonzaga University'],1,1357
"[0, 0, 0, 0, 0, 0, 5043, 5043, 5043, 5043, 5043, 0, 0, 0, 0, 0, 0, 0, 0]",warner bros.,5043,"[[5043, 17837, 8182], [5043, 17773, 16546]]",{5043: 576},Text to check:<ent>warner bros.</ent> records owns sire records.,['Warner Bros. Records'],['Warner Music Group'],1,2462
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2044, 2044, 2044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",san francisco,2044,"[[2044, 17935, 15328], [2044, 17935, 14676]]","{7438: 7, 2044: 248}","Text to check:michael murphy was born in <ent>san francisco</ent>, which is a city in the united states.",['San Francisco'],['South Bend'],1,2409
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6970, 6970, 0, 0, 0, 0, 0, 0, 0]",spanish,6970,"[[6970, 17925, 9906], [6970, 17991, 2655]]",{6970: 197},Text to check:stuttgart is the twinned administrative body of the capital where the <ent>spanish</ent> alaska was born.,[],['Stuttgart'],0,150
"[0, 0, 0, 0, 0, 0, 6298, 6298, 6298, 6298, 6298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",rickey henderson,6298,"[[6298, 17773, 11902], [6298, 17812, 10881]]",{6298: 16},Text to check:<ent>rickey henderson</ent> received the national baseball hall of fame and museum.,[],['National Baseball Hall of Fame and Museum'],0,3405
"[0, 0, 0, 0, 0, 0, 2935, 2935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ashanti,2935,"[[2935, 18003, 7287], [2935, 17814, 2412]]",{2935: 7},Text to check:<ent>ashanti</ent> has both rajesh khanna and shabana azmi as cast members.,[],['Ashanti'],0,430
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3655, 3655, 0, 0, 0]",beijing,3655,"[[3655, 18066, 5480], [3655, 18066, 5480]]","{5178: 5, 3655: 119}",Text to check:kevin smith died in <ent>beijing</ent>.,[],['Kevin Smith'],0,2239
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4198, 4198, 4198, 4198, 0, 0, 0]",peter lawford,4198,"[[4198, 18020, 5877], [4198, 18022, 10416]]","{11721: 18, 4198: 14}",Text to check:joseph ruttenberg is the director of photography for harlow starring <ent>peter lawford</ent>.,[],['Joseph Ruttenberg'],0,2916
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1282, 1282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",toronto,1282,"[[1282, 18020, 14331], [1282, 18020, 13404]]","{5302: 14, 1282: 197}",Text to check:george a. romero died in <ent>toronto</ent> and was a voice actor of phineas and ferb.,[],['George A. Romero'],0,616
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9847, 9847, 0, 0, 0, 0, 0, 0]",will county,9847,"[[9847, 17811, 10881], [9847, 17782, 8511]]",{9847: 11},"Text to check:joliet is located in <ent>will county</ent>, illinois.",[],['Will County'],0,2939
"[0, 0, 0, 0, 0, 0, 4927, 4927, 4927, 4927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",kevin james,4927,"[[4927, 17848, 7851], [4927, 17848, 5890]]",{4927: 7},Text to check:<ent>kevin james</ent> served as zookeeper's screenwriter.,[],['Kevin James'],0,2745
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 741, 741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",chicago,741,"[[741, 18020, 15373], [741, 18020, 8292]]","{2852: 11, 741: 342}",Text to check:jackie robinson is a member of <ent>chicago</ent> bulls and maccabi tel aviv b.c.,[],['Jackie Robinson'],0,2224
"[0, 0, 0, 0, 0, 0, 485, 485, 485, 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sam o'steen,485,"[[485, 17813, 10881], [485, 18022, 4370]]",{485: 11},"Text to check:<ent>sam o'steen</ent> died in the new jersey city where atlantic city, directed by louis malle, is set.",[],"[""Sam O'Steen""]",0,3139
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",canada,1,"[[1, 17854, 13979], [1, 18061, 17727]]",{1: 1184},Text to check:country rock is associated with albuquerque from <ent>canada</ent>.,[],['country rock'],0,1107
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10512, 10512, 10512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",new orleans,10512,"[[10512, 17970, 10869], [10512, 17871, 10869]]",{10512: 104},Text to check:the bad lieutenant: port of call <ent>new orleans</ent> has fairuza balk as a cast member and avi lerner as a producer.,[],['The Bad Lieutenant: Port of Call New Orleans'],0,1374
"[0, 0, 0, 0, 0, 0, 14327, 14327, 14327, 14327, 14327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",thelma schoonmaker,14327,"[[14327, 17773, 3905], [14327, 17979, 3905]]",{14327: 23},Text to check:<ent>thelma schoonmaker</ent> was awarded the academy award for best film editing.,[],['Academy Award for Best Film Editing'],0,2322
"[0, 0, 0, 0, 0, 0, 16243, 16243, 16243, 16243, 16243, 16243, 16243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",loyola marymount university,16243,"[[16243, 17811, 10881], [16243, 17848, 10969]]",{16243: 11},Text to check:<ent>loyola marymount university</ent> is the higher education institution of glen morgan.,[],['Loyola Marymount University'],0,464
"[0, 0, 0, 0, 0, 0, 10502, 10502, 10502, 10502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",adolf hitler,10502,"[[10502, 17796, 9497], [10502, 17800, 14444]]",{10502: 51},"Text to check:<ent>adolf hitler</ent>, a member of the nazi party, died in darmstadt.",['Adolf Hitler'],['Richard Wagner'],1,2539
"[0, 0, 0, 0, 0, 0, 9587, 9587, 9587, 9587, 9587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",university of chicago,9587,"[[9587, 17875, 13297], [9587, 17895, 3960]]",{9587: 39},Text to check:<ent>university of chicago</ent> is the university where politician jon favreau went to school.,['University of Chicago'],['College of the Holy Cross'],1,1877
"[0, 0, 0, 0, 0, 0, 13614, 13614, 13614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",al pacino,13614,"[[13614, 17785, 12064], [13614, 17773, 7998]]",{13614: 54},"Text to check:<ent>al pacino</ent> is a cast member of the film napoleon, the composer of which is bill conti.",['Al Pacino'],['Joan Rivers'],1,3090
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",nine,13971,"[[13971, 18036, 4990], [13971, 17837, 4990]]",{13971: 34},Text to check:the television series that derives star trek deep space <ent>nine</ent> is star trek: the next generation.,['Star Trek: The Next Generation'],['Star Trek: The Original Series'],1,3052
"[0, 0, 0, 0, 0, 0, 5248, 5248, 5248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mark burnett,5248,"[[5248, 17800, 8612], [5248, 17813, 17727]]",{5248: 9},Text to check:<ent>mark burnett</ent>'s military division is the united kingdom.,['United Kingdom'],['British Army'],1,924
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1980, 0, 0, 0]",abc,1980,"[[1980, 18005, 3428], [1980, 18006, 3428]]",{1980: 3},Text to check:sally field is a cast member of both brothers & sisters and a streetcar named desire (originally broadcast on <ent>abc</ent>).,['Sally Field'],['Treat Williams'],1,193
