original_response,id,declarative,gen_ans,gen_ans_id,gt_ans,gt_ans_id,hallucinated
Q-Tip is on Jive Records.,2524,q-tip is on jive records.,,,['jive records'],[6006],0
Al Green was drafted by the Phoenix Suns and plays the point guard position.,2527,al green was drafted by the phoenix suns and plays the point guard position.,,,['al green'],[7889],0
Tony Sirico was in both the cast of Bullets Over Broadway and Deconstructing Harry.,2529,tony sirico was in both the cast of bullets over broadway and deconstructing harry.,,,['tony sirico'],[16028],0
The Spanish Empire is located in the continent of the Americas.,2531,the spanish empire is located in the continent of the americas.,,,['spanish empire'],[2654],0
Silver Pictures produced Warner Bros' Midnight in the Garden of Good and Evil.,2532,silver pictures produced warner bros' midnight in the garden of good and evil.,,,['silver pictures'],[13764],0
sports commentator is the person who announces for sport auto racing.,2533,sports commentator is the person who announces for sport auto racing.,,,['sports commentator'],[802],0
Brian Helgeland is the screenwriter of Conspiracy Theory and of Mystic River which was nominated for a Broadcast Film Critics Association Award for Best Supporting Actress.,2535,brian helgeland is the screenwriter of conspiracy theory and of mystic river which was nominated for a broadcast film critics association award for best supporting actress.,,,['brian helgeland'],[10968],0
Rachel Getting Married received a Broadcast Film Critics Association Award for Best Actress and was nominated for an Independent Spirit Award for Best First Screenplay.,2536,rachel getting married received a broadcast film critics association award for best actress and was nominated for an independent spirit award for best first screenplay.,,,['rachel getting married'],[5186],0
Neal H. Moritz produced Vantage Point and he was born in Los Angeles.,2537,neal h. moritz produced vantage point and he was born in los angeles.,,,['neal h. moritz'],[7335],0
"Sangamon County is an Illinois county that contains a state or insular area capital in the United States and is the place where Kevin McCarthy, a Catholicism follower, works.",2541,"sangamon county is an illinois county that contains a state or insular area capital in the united states and is the place where kevin mccarthy, a catholicism follower, works.",,,['sangamon county'],[17338],0
The Prodigy is known for hardcore.,2544,the prodigy is known for hardcore.,,,['the prodigy'],[9627],0
Joseph Cotten died of esophageal cancer.,2546,joseph cotten died of esophageal cancer.,,,['esophageal cancer'],[3728],0
Gary Goetzman is the executive producer of The Silence of the Lambs.,2548,gary goetzman is the executive producer of the silence of the lambs.,,,['gary goetzman'],[9121],0
Guy Ritchie directed Aladdin (the one in the adventure film genre).,2551,guy ritchie directed aladdin (the one in the adventure film genre).,,,['guy ritchie'],[4436],0
Glam metal is represented by slash.,2554,glam metal is represented by slash.,,,['glam metal'],[14603],0
West Coast hip hop is the music genre of Ice Cube.,2555,west coast hip hop is the music genre of ice cube.,,,['west coast hip hop'],[6522],0
Alliance '90/The Greens is the political party that feminism is the ideology of.,2558,alliance '90/the greens is the political party that feminism is the ideology of.,,,"[""alliance '90/the greens""]",[13726],0
Julius Caesar has a cast member named Jeremy Sisto.,2560,julius caesar has a cast member named jeremy sisto.,,,['julius caesar'],[9867],0
Cries and Whispers was produced by Liv Ullmann.,2561,cries and whispers was produced by liv ullmann.,,,['cries and whispers'],[3237],0
Roxy Music is famous for country music and has the genre of glam rock.,2562,roxy music is famous for country music and has the genre of glam rock.,,,['roxy music'],[7837],0
Girl Scouts of the USA is a nonprofit organization that is registered with Ohio Wesleyan University.,2563,girl scouts of the usa is a nonprofit organization that is registered with ohio wesleyan university.,,,['girl scouts of the usa'],[6559],0
8 Mile is composed by Eminem.,2566,8 mile is composed by eminem.,,,['8 mile'],[3322],0
"Springfield is the state or insular area capital in the US located in the Central Time Zone and is also the working location of Tom Johnson, educated at the University of Michigan.",2568,"springfield is the state or insular area capital in the us located in the central time zone and is also the working location of tom johnson, educated at the university of michigan.",,,['springfield'],[16961],0
Lausanne is the capital located in Canton of Vaud.,2569,lausanne is the capital located in canton of vaud.,,,['lausanne'],[6715],0
Today is the newscast presented by Al Roker.,2570,today is the newscast presented by al roker.,,,['today'],[9264],0
The entertainment that got released from Microsoft Windows and that has Jessica Alba as a voice actor is Fantastic Four.,2572,the entertainment that got released from microsoft windows and that has jessica alba as a voice actor is fantastic four.,,,['fantastic four'],[9632],0
Seattle University is the education place of Duff McKagan.,2573,seattle university is the education place of duff mckagan.,,,['seattle university'],[15588],0
The Vampire Diaries is a television series that is the genre of comedy-drama and Kevin Williamson's notable work.,2578,the vampire diaries is a television series that is the genre of comedy-drama and kevin williamson's notable work.,,,['the vampire diaries'],[9588],0
Palm Desert is the twinned administrative body of Wollongong.,2579,palm desert is the twinned administrative body of wollongong.,,,['palm desert'],[6607],0
Google belongs to the marketing industry.,2580,google belongs to the marketing industry.,,,['google'],[6883],0
"Dylan McDermott is part of the cast of Twister, which also had a role in American Horror Story.",2582,"dylan mcdermott is part of the cast of twister, which also had a role in american horror story.",,,['dylan mcdermott'],[11182],0
King Kong is a monster made by Merian C. Cooper.,2583,king kong is a monster made by merian c. cooper.,,,['king kong'],[13882],0
"Joseph M. Schenck produced The Lady, which originated in the USA.",2584,"joseph m. schenck produced the lady, which originated in the usa.",,,['joseph m. schenck'],[14606],0
The agent in the United States Army military branch is the United States Army Air Corps.,2586,the agent in the united states army military branch is the united states army air corps.,,,['united states army air corps'],[7258],0
Judaism is the religion of Seth Rogen and Isaac Asimov.,2587,judaism is the religion of seth rogen and isaac asimov.,,,['judaism'],[8200],0
Simon Pegg is the screenwriter of Hot Fuzz.,2591,simon pegg is the screenwriter of hot fuzz.,,,['simon pegg'],[11047],0
The famous rocker who composed The House Bunny is Waddy Wachtel.,2592,the famous rocker who composed the house bunny is waddy wachtel.,,,['waddy wachtel'],[2535],0
Basil Rathbone won a Tony Award for Best Actor in a Play.,2595,basil rathbone won a tony award for best actor in a play.,,,['basil rathbone'],[17658],0
Mona Lisa is a painting of Italian origin that depicts a mountain.,2598,mona lisa is a painting of italian origin that depicts a mountain.,,,['mona lisa'],[5475],0
"The composer of the Icon Productions produced ""On the Road"" is Gustavo Santaolalla.",2600,"the composer of the icon productions produced ""on the road"" is gustavo santaolalla.",,,['gustavo santaolalla'],[1641],0
Zooey Deschanel is Caleb Deschanel's child.,2601,zooey deschanel is caleb deschanel's child.,,,['zooey deschanel'],[3468],0
The visual artwork that came after Superman II the Richard Donner cut is Superman Returns.,2602,the visual artwork that came after superman ii the richard donner cut is superman returns.,,,['superman returns'],[2588],0
Colleen Dewhurst won the Primetime Emmy Award for Outstanding Guest Actress in a Comedy Series.,2603,colleen dewhurst won the primetime emmy award for outstanding guest actress in a comedy series.,,,['primetime emmy award for outstanding guest actress in a comedy series'],[2059],0
"David Gilmour lives in London, which is the birthplace of Paul Haggis.",2604,"david gilmour lives in london, which is the birthplace of paul haggis.",,,['david gilmour'],[11053],0
Nausea is a symptom associated with myocardial infarction.,2605,nausea is a symptom associated with myocardial infarction.,,,['nausea'],[152],0
The Gathering Storm features Richard Burton as a cast member.,2606,the gathering storm features richard burton as a cast member.,,,['the gathering storm'],[14720],0
Scott Wilson is a cast member of The Host whose release territory is Japan.,2607,scott wilson is a cast member of the host whose release territory is japan.,,,['scott wilson'],[7817],0
Hayden Christensen is Rachel Bilson's spouse.,2608,hayden christensen is rachel bilson's spouse.,,,['hayden christensen'],[1638],0
Bedazzled is based on the movie that has Raquel Welch as a cast member.,2609,bedazzled is based on the movie that has raquel welch as a cast member.,,,['bedazzled'],[16607],0
East India Company is a real-time strategy video game that is distributed on DVD.,2612,east india company is a real-time strategy video game that is distributed on dvd.,,,['east india company'],[7537],0
"Pashto is spoken in Kabul, the capital of Afghanistan.",2614,"pashto is spoken in kabul, the capital of afghanistan.",,,['pashto'],[8428],0
Lyle R. Wheeler is Rebecca's production designer.,2615,lyle r. wheeler is rebecca's production designer.,,,['lyle r. wheeler'],[13916],0
Edward Woodward died in Truro.,2616,edward woodward died in truro.,,,['edward woodward'],[14797],0
New Romanticism is famously represented by Bryan Ferry and Simple Minds.,2622,new romanticism is famously represented by bryan ferry and simple minds.,,,['new romanticism'],[3521],0
Bangor is a printed work that is published in Chester in the UK.,2623,bangor is a printed work that is published in chester in the uk.,,,['bangor'],[14930],0
Joni Mitchell is married to Larry Klein.,2629,joni mitchell is married to larry klein.,,,['larry klein'],[8334],0
Space rock is a mechanical wave that includes Camel in famous people.,2632,space rock is a mechanical wave that includes camel in famous people.,,,['space rock'],[331],0
Henry King died in the Pennsylvania city where Keith Jarrett was born.,2637,henry king died in the pennsylvania city where keith jarrett was born.,,,['henry king'],[17446],0
Van Morrison is associated with Celtic music.,2638,van morrison is associated with celtic music.,,,['celtic music'],[16510],0
Spartanburg County is the administrative territorial entity that has Spartanburg as its capital.,2639,spartanburg county is the administrative territorial entity that has spartanburg as its capital.,,,['spartanburg county'],[12293],0
"Roman Polanski directed Rosemary's Baby, whose distributor is Paramount Pictures.",2643,"roman polanski directed rosemary's baby, whose distributor is paramount pictures.",,,['roman polanski'],[5174],0
Rocky features Iftekhar as a cast member.,2645,rocky features iftekhar as a cast member.,,,['rocky'],[11277],0
Alaska is the name of the person who has the Warner Music Group record label and also works as a television presenter.,2646,alaska is the name of the person who has the warner music group record label and also works as a television presenter.,,,['alaska'],[1858],0
The Great Patriotic War is significant event that happened in the Soviet Union and is different from the German-Soviet War.,2647,the great patriotic war is significant event that happened in the soviet union and is different from the german-soviet war.,,,['great patriotic war'],[4020],0
Bruce Campbell narrated the English language version of Spider Man 3.,2649,bruce campbell narrated the english language version of spider man 3.,,,['bruce campbell'],[2299],0
James Brown is reported in the organization that has the Senate of Canada as a component.,2651,james brown is reported in the organization that has the senate of canada as a component.,,,['james brown'],[15988],0
The label on which Queen Latifah records is Verve Records.,2654,the label on which queen latifah records is verve records.,,,['verve records'],[7277],0
The Arthur C. Clarke Award is a literary award in the sovereign state that is related to the sport cricket and has a citizen named James Taylor.,2655,the arthur c. clarke award is a literary award in the sovereign state that is related to the sport cricket and has a citizen named james taylor.,,,['arthur c. clarke award'],[1980],0
Ashanti was born in Glen Cove.,2660,ashanti was born in glen cove.,,,['ashanti'],[4017],0
In the Heat of the Night is a police procedural television series that has Carroll O'Connor as a cast member.,2662,in the heat of the night is a police procedural television series that has carroll o'connor as a cast member.,,,['in the heat of the night'],[273],0
John Cleese narrated Mickey's Magical Christmas: Snowed in at the House of Mouse.,2667,john cleese narrated mickey's magical christmas: snowed in at the house of mouse.,,,['john cleese'],[12294],0
"Salvador, a 20th Century Fox production, was nominated for an Independent Spirit Award for Best Director.",2668,"salvador, a 20th century fox production, was nominated for an independent spirit award for best director.",,,['salvador'],[13128],0
The philosophy of science is a part of the philosophy.,2669,the philosophy of science is a part of the philosophy.,,,['philosophy of science'],[3334],0
"The vampire is the main focus of Bram Stoker's Dracula, which was nominated for the Academy Award for Best Costume Design.",2678,"the vampire is the main focus of bram stoker's dracula, which was nominated for the academy award for best costume design.",,,['vampire'],[8456],0
Howard Bristol was nominated for an Academy Award for Best Production Design and is the production designer for Anatomy of a Murder.,2679,howard bristol was nominated for an academy award for best production design and is the production designer for anatomy of a murder.,,,['howard bristol'],[8416],0
Lincolnshire is the ceremonial county of England where Lincoln City F.C. is headquartered.,2681,lincolnshire is the ceremonial county of england where lincoln city f.c. is headquartered.,,,['lincolnshire'],[14263],0
The Count of Monte Cristo is a film shot in Malta written by Author Alexandre Dumas.,2682,the count of monte cristo is a film shot in malta written by author alexandre dumas.,,,['the count of monte cristo'],[14198],0
"Crouching Tiger, Hidden Dragon is the film that has Zhang Ziyi as a cast member and was nominated for an Academy Award for Best Writing, Adapted Screenplay.",2685,"crouching tiger, hidden dragon is the film that has zhang ziyi as a cast member and was nominated for an academy award for best writing, adapted screenplay.",,,"['crouching tiger, hidden dragon']",[12454],0
King Records is headquartered in Cincinnati.,2688,king records is headquartered in cincinnati.,,,['king records'],[9730],0
Peter Berg is a German citizen who is a member of the Kickers Offenbach soccer club.,2694,peter berg is a german citizen who is a member of the kickers offenbach soccer club.,,,['peter berg'],[12978],0
Bleach: The DiamondDust Rebellion uses Akira Ishida as a voice actor.,2698,bleach: the diamonddust rebellion uses akira ishida as a voice actor.,,,['bleach: the diamonddust rebellion'],[12631],0
Amistad is a visual artwork that includes Boston-born Paul Guilfoyle and Chiwetel Ejiofor.,2699,amistad is a visual artwork that includes boston-born paul guilfoyle and chiwetel ejiofor.,,,['amistad'],[7852],0
Bryn Mawr College is located in Bryn Mawr.,2701,bryn mawr college is located in bryn mawr.,,,['bryn mawr college'],[15077],0
The Ides of March was shot in Cincinnati.,2702,the ides of march was shot in cincinnati.,,,['the ides of march'],[17007],0
James Stewart was involved in the War of the Austrian Succession.,2711,james stewart was involved in the war of the austrian succession.,,,['james stewart'],[12397],0
Oregon formed at the institution of higher learning attended by Daniel Wu.,2713,oregon formed at the institution of higher learning attended by daniel wu.,,,['oregon'],[11853],0
The time zone that matches the time zone of Arkansas and also the time zone of Mississippi (in the USA) is the Central Time Zone.,2714,the time zone that matches the time zone of arkansas and also the time zone of mississippi (in the usa) is the central time zone.,,,['central time zone'],[11386],0
Acclaim Entertainment publishes the entertainment property based on the neo-noir Batman Forever.,2716,acclaim entertainment publishes the entertainment property based on the neo-noir batman forever.,,,['acclaim entertainment'],[17432],0
The disease that Loretta Young died as a result of is ovarian cancer.,2719,the disease that loretta young died as a result of is ovarian cancer.,,,['ovarian cancer'],[7255],0
The visual artwork was composed by Friedrich Hollaender with Charles Rosher as the director of photography.,2726,the visual artwork was composed by friedrich hollaender with charles rosher as the director of photography.,,,['friedrich hollaender'],[1074],0
David Lean is the English-speaking director of The Bridge on the River Kwai.,2727,david lean is the english-speaking director of the bridge on the river kwai.,,,['david lean'],[13110],0
St. Mirren F.C. is headquartered in the town where playwright John Byrne was born.,2734,st. mirren f.c. is headquartered in the town where playwright john byrne was born.,,,['st. mirren f.c.'],[5153],0
Robert Redford executive produced The Motorcycle Diaries.,2736,robert redford executive produced the motorcycle diaries.,,,['the motorcycle diaries'],[6204],0
Gus Van Sant won the National Society of Film Critics Award for Best Director.,2741,gus van sant won the national society of film critics award for best director.,,,['national society of film critics award for best director'],[15126],0
The state that has military conflicts with Soviet Union and that has Sofia as the capital is Bulgaria.,2742,the state that has military conflicts with soviet union and that has sofia as the capital is bulgaria.,,,['bulgaria'],[13995],0
Elsevier is in the industry of publishing.,2743,elsevier is in the industry of publishing.,,,['publishing'],[1728],0
That Thing You Do! has Jonathan Demme as a cast member.,2744,that thing you do! has jonathan demme as a cast member.,,,['that thing you do!'],[2256],0
Kevin James served as Zookeeper's screenwriter.,2745,kevin james served as zookeeper's screenwriter.,,,['kevin james'],[9966],0
Toei Company distributes Sailor Moon Super S: The Movie.,2746,toei company distributes sailor moon super s: the movie.,,,['toei company'],[1595],0
The discipline of the Man Booker Prize is Commonwealth of Nations.,2748,the discipline of the man booker prize is commonwealth of nations.,,,['commonwealth of nations'],[2951],0
Ecuador shares a border with Peru.,2752,ecuador shares a border with peru.,,,['peru'],[5627],0
The award that is the next higher rank of gold medal is silver medal.,2753,the award that is the next higher rank of gold medal is silver medal.,,,['silver medal'],[14656],0
Walnut Creek borders the US city which is the birthplace of Tom Hanks.,2756,walnut creek borders the us city which is the birthplace of tom hanks.,,,['walnut creek'],[6416],0
Friedrich Hollaender is the composer of Shanghai (the one whose producer is Walter Wanger).,2759,friedrich hollaender is the composer of shanghai (the one whose producer is walter wanger).,,,['friedrich hollaender'],[1074],0
East West Records is the record label of Sarah Brightman.,2762,east west records is the record label of sarah brightman.,,,['east west records'],[15821],0
Lars Hirschfeld is a member of CFR Cluj.,2763,lars hirschfeld is a member of cfr cluj.,,,['lars hirschfeld'],[16891],0
Virginia Tech is the land-grant university where Jayma Mays received her education and is located in the United States.,2767,virginia tech is the land-grant university where jayma mays received her education and is located in the united states.,,,['virginia tech'],[13346],0
Pune is the twinned administrative body of Fairbanks.,2769,pune is the twinned administrative body of fairbanks.,,,['pune'],[10162],0
The Deer Hunter was directed by Michael Cimino.,2771,the deer hunter was directed by michael cimino.,,,['michael cimino'],[212],0
Natchez is the US city where the poet Richard Wright was born.,2772,natchez is the us city where the poet richard wright was born.,,,['natchez'],[6640],0
Sheena Easton and Harry Gregson-Williams are famous persons in the music genre of video game music.,2775,sheena easton and harry gregson-williams are famous persons in the music genre of video game music.,,,['video game music'],[16329],0
Ashanti is a film in which Rajesh Khanna is cast.,2777,ashanti is a film in which rajesh khanna is cast.,,,['ashanti'],[2934],0
Jeff Daniels plays ice hockey's winger position for the Pittsburgh Penguins draft pick.,2778,jeff daniels plays ice hockey's winger position for the pittsburgh penguins draft pick.,,,['jeff daniels'],[4282],0
Carthage is a city where a citizen was involved in the Second Punic War as a human.,2780,carthage is a city where a citizen was involved in the second punic war as a human.,,,['carthage'],[12386],0
"Alexander the Great, who died from fever, was influenced by Aristotle.",2785,"alexander the great, who died from fever, was influenced by aristotle.",,,['aristotle'],[16846],0
Helen Mirren received the Tony Award for Best Actress in a Play.,2786,helen mirren received the tony award for best actress in a play.,,,['tony award for best actress in a play'],[17327],0
Andy Williams is a Canadian citizen and a member of the Jamaica national football team.,2797,andy williams is a canadian citizen and a member of the jamaica national football team.,,,['andy williams'],[543],0
Herb Alpert is the person associated with lounge music.,2798,herb alpert is the person associated with lounge music.,,,['herb alpert'],[13789],0
The San Francisco Bay Area is the metropolitan area that contains San Francisco and is the filming location of Bicentennial Man.,2799,the san francisco bay area is the metropolitan area that contains san francisco and is the filming location of bicentennial man.,,,['san francisco bay area'],[13404],0
Zoolander was produced by VH1.,2800,zoolander was produced by vh1.,,,['zoolander'],[6265],0
Joseph Heller is a person employed by Pennsylvania State University.,2802,joseph heller is a person employed by pennsylvania state university.,,,['joseph heller'],[11335],0
Naveen Andrews's partner is Barbara Hershey.,2810,naveen andrews's partner is barbara hershey.,,,['barbara hershey'],[2190],0
The director of Sleepers attended American University.,2812,the director of sleepers attended american university.,,,['american university'],[3680],0
The city that is the Cupertino twinned administrative body is Bhubaneswar.,2816,the city that is the cupertino twinned administrative body is bhubaneswar.,,,['bhubaneswar'],[8890],0
Taken 2's narrative location is Tirana.,2819,taken 2's narrative location is tirana.,,,['taken 2'],[12434],0
David Angell is the producer of Frasier.,2820,david angell is the producer of frasier.,,,['david angell'],[270],0
Martin McDonagh is the screenwriter of In Bruges.,2822,martin mcdonagh is the screenwriter of in bruges.,,,['martin mcdonagh'],[14221],0
Chesterfield F.C. is an association football club headquartered in Chesterfield.,2823,chesterfield f.c. is an association football club headquartered in chesterfield.,,,['chesterfield f.c.'],[9402],0
"Fueled By Ramen fits the genre alternative rock, as exemplified by Julieta Venegas.",2830,"fueled by ramen fits the genre alternative rock, as exemplified by julieta venegas.",,,['fueled by ramen'],[15660],0
Long Island is the birthplace of the audio engineer Kevin O'Connell.,2835,long island is the birthplace of the audio engineer kevin o'connell.,,,['long island'],[3933],0
Major depressive disorder has myocardial infarction as one risk factor.,2837,major depressive disorder has myocardial infarction as one risk factor.,,,['major depressive disorder'],[7762],0
The movie produced by Johnny Knoxville that follows Jackass: The Movie is Jackass Number Two.,2839,the movie produced by johnny knoxville that follows jackass: the movie is jackass number two.,,,['jackass number two'],[5961],0
The Cincinnati Reds are the baseball team located in Cincinnati.,2840,the cincinnati reds are the baseball team located in cincinnati.,,,['cincinnati reds'],[8501],0
Richard Linklater wrote the screenplay for Bernie.,2844,richard linklater wrote the screenplay for bernie.,,,['richard linklater'],[12321],0
Ben Elton won the Martin Beck Award.,2849,ben elton won the martin beck award.,,,['ben elton'],[16905],0
Antibiotic is used to treat pneumonia.,2850,antibiotic is used to treat pneumonia.,,,['antibiotic'],[7508],0
"James Stewart was born in Annapolis, which is the twinned administrative body of Tallinn.",2854,"james stewart was born in annapolis, which is the twinned administrative body of tallinn.",,,['james stewart'],[1736],0
Capote was nominated for a National Board of Review Award for Best Actor.,2856,capote was nominated for a national board of review award for best actor.,,,['capote'],[16790],0
Nantes is a song about travel and sea.,2857,nantes is a song about travel and sea.,,,['nantes'],[280],0
Peter Jackson is employed by Keele University.,2860,peter jackson is employed by keele university.,,,['peter jackson'],[3979],0
"North, a film that has Jason Alexander and was nominated for Golden Raspberry Award for Worst Screenplay.",2861,"north, a film that has jason alexander and was nominated for golden raspberry award for worst screenplay.",,,['north'],[17038],0
"The film In & Out, designed by Ken Adam and distributed by Paramount Pictures.",2863,"the film in & out, designed by ken adam and distributed by paramount pictures.",,,['in & out'],[9319],0
John Davis died in Topeka.,2872,john davis died in topeka.,,,['john davis'],[11091],0
Japan practices judo as its martial arts and Johnny Yong Bosch is part of its sports team.,2875,japan practices judo as its martial arts and johnny yong bosch is part of its sports team.,,,['judo'],[5168],0
Hewlett-Packard is the agent that follows the Digital Equipment Corporation.,2876,hewlett-packard is the agent that follows the digital equipment corporation.,,,['hewlett-packard'],[12867],0
Robert Byrd is educated at George Washington University Law School.,2878,robert byrd is educated at george washington university law school.,,,['george washington university law school'],[15053],0
Amy Grant was educated at Furman University.,2881,amy grant was educated at furman university.,,,['amy grant'],[11717],0
Novak Djokovic resides in Monte Carlo.,2882,novak djokovic resides in monte carlo.,,,['monte carlo'],[13182],0
Spirited Away is originally in Japanese.,2884,spirited away is originally in japanese.,,,['japanese'],[16809],0
2010: The Year We Make Contact is the visual artwork that follows 2001: A Space Odyssey and that has director of photography Peter Hyams.,2885,2010: the year we make contact is the visual artwork that follows 2001: a space odyssey and that has director of photography peter hyams.,,,['2010: the year we make contact'],[10353],0
"The 81st Academy Awards, which got 61st Primetime Emmy Awards.",2887,"the 81st academy awards, which got 61st primetime emmy awards.",,,['81st academy awards'],[16408],0
"The capital of Hudson County in New Jersey is the birthplace of Apache, who is a citizen of the United States of America.",2889,"the capital of hudson county in new jersey is the birthplace of apache, who is a citizen of the united states of america.",,,['hudson county'],[11510],0
The animated feature film that features John Turturro as a voice actor is Cars 2.,2895,the animated feature film that features john turturro as a voice actor is cars 2.,,,['cars 2'],[1597],0
The visual artwork Independence Day was filmed in Colorado Springs.,2896,the visual artwork independence day was filmed in colorado springs.,,,['independence day'],[17303],0
Peter Bogdanovich served as film editor for The Last Picture Show.,2897,peter bogdanovich served as film editor for the last picture show.,,,['the last picture show'],[150],0
Yasser Arafat was the citizen of Palestinian National Authority.,2901,yasser arafat was the citizen of palestinian national authority.,,,['palestinian national authority'],[17042],0
"The Imaginarium of Doctor Parnassus was nominated for the Academy Award for Best Costume Design, which was nominated to Mrs. Henderson Presents.",2902,"the imaginarium of doctor parnassus was nominated for the academy award for best costume design, which was nominated to mrs. henderson presents.",,,['academy award for best costume design'],[13303],0
"Billie Whitelaw was a cast member of Hot Fuzz, but she died in Hampstead, where Julian Glover was born.",2905,"billie whitelaw was a cast member of hot fuzz, but she died in hampstead, where julian glover was born.",,,['billie whitelaw'],[14808],0
The Cardinal featured Robert Morse in its cast.,2910,the cardinal featured robert morse in its cast.,,,['the cardinal'],[10583],0
BSC Young Boys is an association football club that is headquartered in Bern and belongs to Switzerland.,2911,bsc young boys is an association football club that is headquartered in bern and belongs to switzerland.,,,['bsc young boys'],[11656],0
Leslie Caron is a cast member of Gigi.,2912,leslie caron is a cast member of gigi.,,,['leslie caron'],[9238],0
Scary Movie has the narrative location of British Columbia.,2914,scary movie has the narrative location of british columbia.,,,['scary movie'],[17095],0
Joseph Ruttenberg is the director of photography for Harlow starring Peter Lawford.,2916,joseph ruttenberg is the director of photography for harlow starring peter lawford.,,,['joseph ruttenberg'],[11720],0
Jim Carter is a spouse of Imelda Staunton and an actor.,2918,jim carter is a spouse of imelda staunton and an actor.,,,['jim carter'],[8686],0
Darren Aronofsky directed Requiem for a Dream.,2919,darren aronofsky directed requiem for a dream.,,,['darren aronofsky'],[2706],0
The visual artwork that serves as the follower of Chasing Amy is Dogma.,2921,the visual artwork that serves as the follower of chasing amy is dogma.,,,['dogma'],[10255],0
"The fiction genre of The Butterfly Effect is psychological thriller, and the fiction genre of Breaking Bad is also psychological thriller.",2923,"the fiction genre of the butterfly effect is psychological thriller, and the fiction genre of breaking bad is also psychological thriller.",,,['psychological thriller'],[16943],0
August Strindberg lives in the city where Benny Anderson was born.,2924,august strindberg lives in the city where benny anderson was born.,,,['august strindberg'],[10265],0
Irving Berlin composed Top Hat.,2927,irving berlin composed top hat.,,,['irving berlin'],[16674],0
Fred Astaire's record label is MGM Records.,2931,fred astaire's record label is mgm records.,,,['mgm records'],[2954],0
Vanessa Williams is a cast member in Hannah Montana: The Movie.,2935,vanessa williams is a cast member in hannah montana: the movie.,,,['hannah montana: the movie'],[9714],0
Joseph F. Biroc directed the photographer of Airplane! and worked as a cinematographer.,2936,joseph f. biroc directed the photographer of airplane! and worked as a cinematographer.,,,['joseph f. biroc'],[3472],0
"Joliet is located in Will County, Illinois.",2939,"joliet is located in will county, illinois.",,,['will county'],[9846],0
"Athens is the US city where the B-52's, MTV VMA winner for Best Art Direction, were formed.",2941,"athens is the us city where the b-52's, mtv vma winner for best art direction, were formed.",,,['athens'],[15856],0
John G. Avildsen directed Rocky.,2944,john g. avildsen directed rocky.,,,['rocky'],[7254],0
General Dynamics owns General Dynamics Electric Boat.,2948,general dynamics owns general dynamics electric boat.,,,['general dynamics electric boat'],[16538],0
Olympia is a real property related to the sport of association football.,2957,olympia is a real property related to the sport of association football.,,,['olympia'],[1649],0
Hillary Clinton works in Little Rock and is the participant of 108th United States Congress.,2961,hillary clinton works in little rock and is the participant of 108th united states congress.,,,['hillary clinton'],[15506],0
Steve Englehart was educated at Wesleyan University.,2962,steve englehart was educated at wesleyan university.,,,['wesleyan university'],[135],0
Jean Louis is the spouse of Loretta Young.,2967,jean louis is the spouse of loretta young.,,,['jean louis'],[4048],0
Richard Nixon is the main subject of All the President's Men.,2969,richard nixon is the main subject of all the president's men.,,,['richard nixon'],[9266],0
Senna is the visual artwork that has auto racing as its primary subject.,2972,senna is the visual artwork that has auto racing as its primary subject.,,,['senna'],[16378],0
St. Andrews is in Fife.,2975,st. andrews is in fife.,,,['fife'],[1470],0
Dionne Warwick is a relative of Whitney Houston.,2980,dionne warwick is a relative of whitney houston.,,,['dionne warwick'],[2097],0
"Brain tumor killed Friedrich Nietzsche, who experienced vomiting as a symptom.",2981,"brain tumor killed friedrich nietzsche, who experienced vomiting as a symptom.",,,['brain tumor'],[16014],0
The Academy of Motion Picture Arts and Sciences was founded by Irving Thalberg and Cedric Gibbons.,2987,the academy of motion picture arts and sciences was founded by irving thalberg and cedric gibbons.,,,['academy of motion picture arts and sciences'],[12500],0
University of Nairobi is the name of the higher education institution that is in the country where Cry Freedom was filmed.,2988,university of nairobi is the name of the higher education institution that is in the country where cry freedom was filmed.,,,['university of nairobi'],[17418],0
Anorexia is a symptom of rheumatoid arthritis.,2990,anorexia is a symptom of rheumatoid arthritis.,,,['anorexia'],[12918],0
A historical county that has had military conflicts with the Kingdom of Prussia is the Electorate of Saxony.,2994,a historical county that has had military conflicts with the kingdom of prussia is the electorate of saxony.,,,['electorate of saxony'],[2687],0
Boogie Nights was notable work of Burt Reynolds.,2995,boogie nights was notable work of burt reynolds.,,,['burt reynolds'],[348],0
William Chang was educated at The University of Hong Kong.,2997,william chang was educated at the university of hong kong.,,,['the university of hong kong'],[426],0
The name of the film that is produced by Walt Disney Pictures and distributed by RKO Pictures is Chicken Little.,3003,the name of the film that is produced by walt disney pictures and distributed by rko pictures is chicken little.,,,['chicken little'],[11141],0
George Lucas was the executive producer of Indiana Jones and the Kingdom of the Crystal Skull.,3005,george lucas was the executive producer of indiana jones and the kingdom of the crystal skull.,,,['george lucas'],[1430],0
Minsk is in Eastern European Time zone.,3007,minsk is in eastern european time zone.,,,['eastern european time'],[7566],0
"Dover, the capital of Delaware, is located in Kent County.",3008,"dover, the capital of delaware, is located in kent county.",,,['kent county'],[12234],0
Sheila E.'s genre is Latin jazz.,3010,sheila e.'s genre is latin jazz.,,,['sheila e.'],[13788],0
Ron Perlman is in the Quest for Fire cast.,3015,ron perlman is in the quest for fire cast.,,,['ron perlman'],[14333],0
